ID,Listing Confirmation Method,Deposit Amount,Monthly Rent,Exclusive Area,Unit Floor,Total Floors,Direction,Number of Rooms,Number of Bathrooms,Parking Availability,Total Parking Spaces,Maintenance Fee,Real Estate Agency,Brokerage Platform,Listing Year,Listing Month,Listing Day,Listing Weekday,Days Since Listed,False Listing
TRAIN_2100,On-site Confirmation,347500000,160000,,4,6,East,2,1,Available,4,8,W48dL6O9G6,Platform B,2025,1,12,Sunday,181,Real Listing
TRAIN_2101,서류확인,347000000,160000,,2,3,North,1,1,Not Available,,0,e06Bg9W8S5,Platform D,2024,9,7,Saturday,308,Fake Listing
TRAIN_2102,On-site Confirmation,10500000,70000,,9,10,북서향,2,1,Available,1,10,O47hX9Z3L9,Platform A,2024,10,10,Thursday,275,Real Listing
TRAIN_2103,On-site Confirmation,352500000,390000,39.6,4,5,North,2,1,Available,,8,C41wx1K6U9,Platform B,2024,8,10,Saturday,336,Real Listing
TRAIN_2104,On-site Confirmation,325500000,200000,29.6,5,9,남서향,1,1,Available,8,10,x68FU7B0S3,Platform C,2024,9,30,Monday,285,Real Listing
TRAIN_2105,Phone Confirmation,187500000,220000,20.58,11,11,Southeast,1,1,Available,14,0,G52Iz8V2B9,Platform B,2024,10,26,Saturday,259,Real Listing
TRAIN_2106,서류확인,347500000,630000,26.5,7,12,East,1,1,Not Available,49,5,G52Iz8V2B9,I플랫폼,2023,8,24,Thursday,688,Real Listing
TRAIN_2107,On-site Confirmation,25000000,490000,26.06,2,3,East,1,1,Not Available,,0,g77zH6X8V7,Platform A,2024,10,31,Thursday,254,Real Listing
TRAIN_2108,On-site Confirmation,331500000,310000,19.22,1,12,North,1,1,Available,45,13,G52Iz8V2B9,Platform A,2024,9,5,Thursday,310,Real Listing
TRAIN_2109,Phone Confirmation,157000000,340000,17.5,12,14,West,1,1,Not Available,104,1,z40LO7P9C9,F플랫폼,2023,11,2,Thursday,618,Real Listing
TRAIN_2110,On-site Confirmation,87500000,280000,17.5,6,6,Southeast,1,1,Available,8,0,z54Fl0B2P9,Platform A,2024,3,25,Monday,474,Fake Listing
TRAIN_2111,서류확인,7000000,250000,17.5,,2,북동향,2,1,Not Available,,0,k74XT0T1B8,Platform D,2024,11,30,Saturday,224,Real Listing
TRAIN_2112,On-site Confirmation,9000000,170000,29.88,,10,남서향,2,1,Available,34,8,r82ax9M3U3,Platform B,2024,11,25,Monday,229,Real Listing
TRAIN_2113,Phone Confirmation,111000000,320000,25.29,6,6,북서향,1,1,Available,6,5,N81Yl1T1T8,Platform B,2024,12,17,Tuesday,207,Real Listing
TRAIN_2114,On-site Confirmation,343000000,690000,22.24,12,15,Southeast,1,1,Not Available,48,0,G52Iz8V2B9,I플랫폼,2023,11,20,Monday,600,Real Listing
TRAIN_2115,On-site Confirmation,70000000,120000,40.46,3,4,East,1,1,Not Available,8,5,G52Iz8V2B9,Platform A,2025,1,13,Monday,180,Real Listing
TRAIN_2116,서류확인,326500000,160000,21.94,1,19,West,1,1,Available,34,5,G52Iz8V2B9,Platform E,2025,1,9,Thursday,184,Real Listing
TRAIN_2117,서류확인,74500000,390000,,2,3,North,2,1,Not Available,,7,b03oE4G3F6,Platform A,2023,9,12,Tuesday,669,Real Listing
TRAIN_2118,Phone Confirmation,337000000,480000,23.14,5,6,Southeast,1,1,Not Available,,8,A72Mx9C8U2,Platform A,2024,10,1,Tuesday,284,Real Listing
TRAIN_2119,서류확인,174000000,60000,47.17,,5,Southeast,2,1,Available,5,0,w85cb3W8U9,Platform A,2024,11,18,Monday,236,Real Listing
TRAIN_2120,서류확인,393500000,710000,28.07,19,21,East,1,1,Available,18,0,G52Iz8V2B9,Platform A,2024,11,8,Friday,246,Real Listing
TRAIN_2121,On-site Confirmation,193500000,90000,23.33,,8,North,1,1,Available,5,0,S12iP7V0Q9,Platform A,2024,3,5,Tuesday,494,Fake Listing
TRAIN_2122,서류확인,370000000,290000,17.5,3,4,West,1,1,Not Available,,6,a15xR3G4V0,Platform A,2024,10,10,Thursday,275,Real Listing
TRAIN_2123,On-site Confirmation,21000000,70000,31.5,9,13,South,1,1,Available,30,5,G52Iz8V2B9,Platform B,2024,10,25,Friday,260,Real Listing
TRAIN_2124,Phone Confirmation,180000000,420000,17.5,,7,북동향,1,1,Available,,3,Z29VX3L4Q7,Platform B,2025,1,28,Tuesday,165,Real Listing
TRAIN_2125,On-site Confirmation,334500000,270000,,2,3,East,2,1,Not Available,,3,U38lq5B5A8,Platform A,2024,10,20,Sunday,265,Real Listing
TRAIN_2126,On-site Confirmation,26000000,250000,28.65,10,11,North,1,1,Available,28,1,G52Iz8V2B9,Platform B,2025,1,20,Monday,173,Real Listing
TRAIN_2127,On-site Confirmation,23500000,660000,36.48,4,6,North,1,1,Available,15,0,G52Iz8V2B9,Platform C,2024,11,25,Monday,229,Real Listing
TRAIN_2128,On-site Confirmation,192500000,400000,41.54,4,6,East,2,1,Available,4,6,Z78BN7Z0U2,Platform A,2024,11,13,Wednesday,241,Real Listing
TRAIN_2129,서류확인,171500000,240000,27.74,6,8,남서향,1,1,Available,48,4,G52Iz8V2B9,Platform A,2025,1,18,Saturday,175,Real Listing
TRAIN_2130,On-site Confirmation,382000000,320000,35.66,14,21,West,1,1,Not Available,7,13,G52Iz8V2B9,Platform B,2024,4,19,Friday,449,Real Listing
TRAIN_2131,서류확인,127000000,460000,22.92,15,16,Southeast,1,1,Not Available,14,4,G52Iz8V2B9,Platform C,2023,12,1,Friday,589,Real Listing
TRAIN_2132,On-site Confirmation,334500000,100000,17.5,,14,South,1,1,Available,104,12,G38pb6B9C7,Platform C,2024,12,17,Tuesday,207,Real Listing
TRAIN_2133,서류확인,11500000,530000,38.74,4,17,South,2,2,Not Available,25,7,G52Iz8V2B9,Platform E,2023,10,24,Tuesday,627,Real Listing
TRAIN_2134,On-site Confirmation,12000000,330000,23.14,2,5,North,1,1,Available,7,5,p05gm1I9J3,Platform A,2024,7,7,Sunday,370,Real Listing
TRAIN_2135,On-site Confirmation,32500000,140000,23.1,4,5,East,1,1,Not Available,,9,J52gJ2E4T6,Platform C,2024,9,2,Monday,313,Real Listing
TRAIN_2136,On-site Confirmation,26000000,670000,,2,3,East,1,1,Not Available,,0,b87Td0W4Y3,Platform C,2024,12,5,Thursday,219,Real Listing
TRAIN_2137,On-site Confirmation,115000000,370000,21,10,19,West,1,1,Not Available,2,1,G52Iz8V2B9,Platform E,2024,4,20,Saturday,448,Real Listing
TRAIN_2138,On-site Confirmation,146500000,270000,,2,5,West,1,1,Available,8,8,K25cF2K7X6,Platform E,2024,7,13,Saturday,364,Real Listing
TRAIN_2139,On-site Confirmation,346000000,260000,39.73,8,8,West,2,1,Available,7,0,d22DX4Y4P8,Platform B,2024,12,18,Wednesday,206,Real Listing
TRAIN_2140,Phone Confirmation,27000000,160000,18.54,4,5,Southeast,1,1,Available,2,0,z54Fl0B2P9,Platform A,2024,9,28,Saturday,287,Real Listing
TRAIN_2141,On-site Confirmation,158500000,750000,32.93,4,4,South,2,2,Not Available,23,8,G52Iz8V2B9,Platform A,2024,10,3,Thursday,282,Real Listing
TRAIN_2142,On-site Confirmation,73500000,270000,,4,7,South,2,1,Available,6,8,O47hX9Z3L9,Platform A,2024,11,2,Saturday,252,Real Listing
TRAIN_2143,서류확인,360000000,200000,,4,6,East,2,1,Available,,0,r14OE6C3A5,Platform D,2024,12,10,Tuesday,214,Real Listing
TRAIN_2144,On-site Confirmation,66500000,320000,,2,3,North,1,1,Not Available,,0,l87eR7Z5E1,Platform E,2024,10,2,Wednesday,283,Real Listing
TRAIN_2145,On-site Confirmation,161000000,400000,,3,5,Southeast,1,1,Not Available,6,3,Z81Jv8Z5G2,H플랫폼,2024,9,18,Wednesday,297,Real Listing
TRAIN_2146,On-site Confirmation,183500000,290000,37.47,2,3,Southeast,1,1,Not Available,45,16,G52Iz8V2B9,Platform A,2023,11,23,Thursday,597,Real Listing
TRAIN_2147,On-site Confirmation,66000000,530000,,3,4,East,2,1,Not Available,,0,A72Mx9C8U2,Platform B,2024,11,28,Thursday,226,Real Listing
TRAIN_2148,On-site Confirmation,160000000,700000,,5,5,Southeast,1,1,Not Available,,3,Z86Th6S3K5,Platform D,2024,5,21,Tuesday,417,Fake Listing
TRAIN_2149,On-site Confirmation,190000000,310000,21.49,4,6,East,1,1,Not Available,,12,Y92Kc9R0Q8,I플랫폼,2024,6,28,Friday,379,Fake Listing
TRAIN_2150,On-site Confirmation,165500000,160000,21.57,3,4,West,2,1,Not Available,42,0,G52Iz8V2B9,Platform C,2024,7,8,Monday,369,Real Listing
TRAIN_2151,On-site Confirmation,334500000,270000,24.09,1,3,North,1,1,Not Available,28,11,G52Iz8V2B9,Platform B,2024,4,21,Sunday,447,Real Listing
TRAIN_2152,On-site Confirmation,408500000,530000,32.56,1,3,South,1,1,Available,40,3,G52Iz8V2B9,Platform C,2023,12,21,Thursday,569,Real Listing
TRAIN_2153,Phone Confirmation,74500000,230000,,3,6,South,1,1,Not Available,,4,t30Ne9Y5A6,Platform B,2024,7,10,Wednesday,367,Real Listing
TRAIN_2154,On-site Confirmation,185000000,360000,17.5,,9,West,1,1,Available,15,0,O55VW6U4R7,Platform A,2024,10,1,Tuesday,284,Real Listing
TRAIN_2155,On-site Confirmation,143500000,260000,26.44,12,14,South,1,1,Not Available,,8,o30ws9C6F7,Platform A,2024,11,13,Wednesday,241,Real Listing
TRAIN_2156,Phone Confirmation,67500000,460000,,2,3,South,2,1,Not Available,,0,X80no8A7L8,Platform A,2024,11,29,Friday,225,Real Listing
TRAIN_2157,서류확인,24500000,720000,42.59,13,18,West,1,1,Not Available,16,0,G52Iz8V2B9,Platform A,2024,6,23,Sunday,384,Real Listing
TRAIN_2158,Phone Confirmation,353500000,220000,32.23,12,12,West,2,1,Not Available,50,10,G52Iz8V2B9,Platform A,2023,11,20,Monday,600,Real Listing
TRAIN_2159,Phone Confirmation,361500000,170000,,4,5,North,1,1,Not Available,4,10,i22so9D4E0,Platform A,2023,9,10,Sunday,671,Fake Listing
TRAIN_2160,On-site Confirmation,167500000,150000,,3,4,South,2,1,Available,2,3,S00TK4T8K2,Platform C,2024,10,27,Sunday,258,Real Listing
TRAIN_2161,Phone Confirmation,12500000,590000,29.78,8,12,East,2,1,Not Available,24,5,G52Iz8V2B9,F플랫폼,2024,9,26,Thursday,289,Real Listing
TRAIN_2162,On-site Confirmation,119500000,740000,26.84,10,11,South,1,1,Available,43,1,G52Iz8V2B9,Platform B,2024,7,18,Thursday,359,Real Listing
TRAIN_2163,서류확인,21500000,540000,35.32,5,5,South,1,1,Available,3,13,G52Iz8V2B9,Platform C,2023,12,31,Sunday,559,Real Listing
TRAIN_2164,On-site Confirmation,132500000,250000,27.48,3,7,West,2,1,Available,,0,m69GM9O9B3,Platform B,2024,10,27,Sunday,258,Real Listing
TRAIN_2165,Phone Confirmation,111000000,600000,20.53,2,2,East,1,1,Not Available,40,13,G52Iz8V2B9,Platform A,2024,6,11,Tuesday,396,Real Listing
TRAIN_2166,On-site Confirmation,24500000,360000,,4,5,South,1,1,Not Available,2,5,K86UF7I0P3,Platform C,2024,10,13,Sunday,272,Real Listing
TRAIN_2167,On-site Confirmation,79500000,690000,32.25,3,10,East,1,1,Available,14,3,G52Iz8V2B9,Platform B,2023,12,27,Wednesday,563,Real Listing
TRAIN_2168,Phone Confirmation,15500000,230000,19.55,1,12,South,1,1,Not Available,30,8,G52Iz8V2B9,Platform A,2024,12,14,Saturday,210,Real Listing
TRAIN_2169,On-site Confirmation,28500000,530000,23.6,5,6,East,2,1,Available,1,7,o80Xg3Q1Q7,Platform A,2024,6,21,Friday,386,Real Listing
TRAIN_2170,서류확인,338500000,530000,44.63,3,6,남서향,2,1,Available,4,13,U38lq5B5A8,Platform A,2024,9,15,Sunday,300,Real Listing
TRAIN_2171,Phone Confirmation,136500000,80000,,2,4,South,1,1,Not Available,,10,C91Rb1A9J3,Platform A,2024,8,7,Wednesday,339,Real Listing
TRAIN_2172,On-site Confirmation,357500000,400000,28.99,6,6,North,2,1,Not Available,10,19,S78Le0Y9Y4,Platform A,2023,8,28,Monday,684,Fake Listing
TRAIN_2173,On-site Confirmation,343500000,380000,17.5,,10,남서향,1,1,Available,16,10,G38pb6B9C7,Platform C,2024,10,21,Monday,264,Real Listing
TRAIN_2174,On-site Confirmation,181500000,370000,28.81,6,7,East,2,1,Available,5,13,r82ax9M3U3,Platform B,2024,10,2,Wednesday,283,Real Listing
TRAIN_2175,On-site Confirmation,20500000,750000,20.34,,7,South,1,1,Not Available,2,4,U47Az5M3I6,Platform A,2025,1,21,Tuesday,172,Real Listing
TRAIN_2176,On-site Confirmation,137500000,530000,23.14,2,6,Southeast,1,1,Not Available,,20,G56AC9J0D6,Platform A,2024,6,9,Sunday,398,Fake Listing
TRAIN_2177,Phone Confirmation,126000000,180000,32.72,4,8,East,2,1,Available,6,10,b03oE4G3F6,Platform A,2024,8,11,Sunday,335,Fake Listing
TRAIN_2178,Phone Confirmation,145500000,600000,29.96,9,9,East,2,1,Available,,7,N45gM0M7R0,Platform B,2024,9,28,Saturday,287,Real Listing
TRAIN_2179,Phone Confirmation,93500000,140000,,3,7,West,1,1,Available,5,11,Z18up3D1C3,Platform A,2025,1,13,Monday,180,Real Listing
TRAIN_2180,On-site Confirmation,192500000,380000,,2,4,East,2,1,Not Available,,7,I91PA2M6T3,Platform A,2024,11,25,Monday,229,Real Listing
TRAIN_2181,On-site Confirmation,186500000,350000,17.5,11,13,South,1,1,Not Available,,3,o30ws9C6F7,Platform A,2024,11,20,Wednesday,234,Real Listing
TRAIN_2182,On-site Confirmation,6000000,710000,25.41,1,21,North,1,1,Not Available,12,7,G52Iz8V2B9,Platform A,2025,1,1,Wednesday,192,Real Listing
TRAIN_2183,On-site Confirmation,166000000,20000,24.38,4,14,Southeast,1,1,Available,2,12,G52Iz8V2B9,Platform C,2023,10,9,Monday,642,Real Listing
TRAIN_2184,On-site Confirmation,139000000,240000,,,6,West,1,1,Not Available,,1,M81UG0D1F8,Platform A,2024,9,25,Wednesday,290,Real Listing
TRAIN_2185,On-site Confirmation,102000000,350000,20.04,7,17,South,1,1,Available,10,5,G52Iz8V2B9,Platform D,2023,10,15,Sunday,636,Real Listing
TRAIN_2186,On-site Confirmation,93000000,550000,17.5,,5,South,1,1,Not Available,,11,Q65VU2R1S3,Platform A,2024,10,8,Tuesday,277,Fake Listing
TRAIN_2187,On-site Confirmation,12500000,590000,39.11,3,14,남서향,2,1,Available,38,8,q30of0V4I3,G플랫폼,2024,11,19,Tuesday,235,Real Listing
TRAIN_2188,On-site Confirmation,185500000,500000,32.62,10,13,North,1,1,Available,16,14,G52Iz8V2B9,Platform C,2024,9,28,Saturday,287,Real Listing
TRAIN_2189,On-site Confirmation,167500000,500000,28.69,6,10,East,1,1,Available,13,0,G52Iz8V2B9,Platform B,2024,1,31,Wednesday,528,Real Listing
TRAIN_2190,On-site Confirmation,408500000,630000,,2,3,West,2,1,Not Available,,3,j90UQ8N6M3,Platform A,2024,3,23,Saturday,476,Fake Listing
TRAIN_2191,On-site Confirmation,130000000,100000,42.98,4,5,South,2,1,Available,,0,d24sj2E4L0,Platform D,2024,12,9,Monday,215,Real Listing
TRAIN_2192,On-site Confirmation,387000000,470000,29.36,,9,East,2,1,Available,260,7,r82ax9M3U3,Platform B,2024,6,10,Monday,397,Real Listing
TRAIN_2193,On-site Confirmation,17500000,600000,30.4,2,7,East,1,1,Available,24,11,G52Iz8V2B9,Platform A,2023,10,17,Tuesday,634,Real Listing
TRAIN_2194,On-site Confirmation,136500000,680000,27.76,3,11,남서향,2,1,Not Available,32,10,G52Iz8V2B9,Platform B,2023,10,2,Monday,649,Real Listing
TRAIN_2195,Phone Confirmation,115500000,410000,18.3,,4,South,1,1,Not Available,,8,Q42YF3Y0I2,Platform A,2024,12,10,Tuesday,214,Real Listing
TRAIN_2196,On-site Confirmation,170500000,530000,20.38,4,9,Southeast,1,1,Not Available,29,9,G52Iz8V2B9,K플랫폼,2023,11,28,Tuesday,592,Real Listing
TRAIN_2197,On-site Confirmation,345500000,140000,36.36,4,5,South,2,1,Not Available,,0,Z78BN7Z0U2,Platform A,2025,1,10,Friday,183,Real Listing
TRAIN_2198,On-site Confirmation,372500000,520000,,2,3,West,2,1,Available,1,0,b03oE4G3F6,Platform A,2024,9,11,Wednesday,304,Real Listing
TRAIN_2199,On-site Confirmation,393000000,340000,27.51,6,7,West,2,1,Available,19,6,V19Zw6E4O7,Platform A,2024,7,5,Friday,372,Real Listing
TRAIN_2200,On-site Confirmation,364000000,700000,,5,6,South,2,1,Available,6,9,p05gm1I9J3,Platform A,2024,11,21,Thursday,233,Real Listing
TRAIN_2201,On-site Confirmation,16500000,280000,31.63,4,5,East,1,1,Available,29,0,G52Iz8V2B9,Platform B,2024,11,6,Wednesday,248,Real Listing
TRAIN_2202,On-site Confirmation,99500000,320000,24.33,4,7,남서향,1,1,Available,33,4,G52Iz8V2B9,Platform B,2023,11,5,Sunday,615,Real Listing
TRAIN_2203,서류확인,117500000,160000,23.14,3,3,North,1,1,Available,1,0,U38lq5B5A8,Platform A,2024,9,2,Monday,313,Real Listing
TRAIN_2204,On-site Confirmation,10500000,620000,30.32,2,3,South,2,1,Not Available,,0,z40LO7P9C9,F플랫폼,2024,9,7,Saturday,308,Real Listing
TRAIN_2205,서류확인,157000000,60000,,4,5,남서향,1,1,Not Available,2,0,K86UF7I0P3,Platform C,2024,7,13,Saturday,364,Real Listing
TRAIN_2206,On-site Confirmation,166000000,750000,,2,4,East,1,1,Not Available,2,11,p28Vr1C9X8,Platform C,2024,9,11,Wednesday,304,Fake Listing
TRAIN_2207,On-site Confirmation,104500000,80000,19.09,2,6,남서향,1,1,Available,47,7,G52Iz8V2B9,Platform A,2024,9,23,Monday,292,Real Listing
TRAIN_2208,On-site Confirmation,393000000,640000,25.4,20,21,North,1,1,Not Available,28,0,G52Iz8V2B9,Platform A,2025,3,3,Monday,131,Real Listing
TRAIN_2209,On-site Confirmation,29500000,420000,20.35,3,20,South,1,1,Not Available,44,7,G52Iz8V2B9,Platform A,2024,3,24,Sunday,475,Real Listing
TRAIN_2210,Phone Confirmation,75000000,660000,27.64,9,11,South,1,1,Available,35,0,G52Iz8V2B9,Platform B,2024,6,19,Wednesday,388,Real Listing
TRAIN_2211,서류확인,144000000,440000,39.7,6,7,East,2,1,Available,,15,C41wx1K6U9,Platform B,2024,12,29,Sunday,195,Real Listing
TRAIN_2212,On-site Confirmation,6000000,750000,31.47,7,7,South,1,1,Available,43,14,G52Iz8V2B9,Platform C,2025,2,7,Friday,155,Real Listing
TRAIN_2213,On-site Confirmation,11500000,350000,32.77,4,5,Southeast,1,1,Available,39,5,G52Iz8V2B9,Platform A,2024,6,3,Monday,404,Real Listing
TRAIN_2214,On-site Confirmation,124500000,510000,,2,3,East,1,1,Not Available,,0,r96CF3I0N9,Platform B,2024,11,28,Thursday,226,Real Listing
TRAIN_2215,On-site Confirmation,85500000,380000,40.65,3,8,West,1,1,Not Available,7,2,E50oI2O1J6,Platform A,2024,2,18,Sunday,510,Real Listing
TRAIN_2216,On-site Confirmation,114000000,460000,22.94,5,8,South,1,1,Available,15,0,S06Ox3K4D9,Platform A,2025,1,6,Monday,187,Real Listing
TRAIN_2217,On-site Confirmation,6500000,350000,,,8,East,1,1,Not Available,,10,W02qh9Z4E0,Platform E,2025,1,31,Friday,162,Real Listing
TRAIN_2218,Phone Confirmation,91000000,260000,17.5,9,9,South,1,1,Not Available,10,8,G52Iz8V2B9,Platform B,2024,8,31,Saturday,315,Real Listing
TRAIN_2219,Phone Confirmation,348500000,340000,,2,3,남서향,2,1,Not Available,,0,U93ap2F8Z1,Platform C,2024,5,31,Friday,407,Fake Listing
TRAIN_2220,On-site Confirmation,12000000,560000,,4,5,Southeast,2,1,Available,7,11,p05gm1I9J3,Platform A,2024,12,14,Saturday,210,Real Listing
TRAIN_2221,On-site Confirmation,364000000,630000,29.16,4,9,South,2,1,Available,17,8,G52Iz8V2B9,Platform C,2024,3,2,Saturday,497,Real Listing
TRAIN_2222,On-site Confirmation,186500000,500000,35.42,3,6,남서향,1,1,Not Available,21,0,G52Iz8V2B9,G플랫폼,2024,11,28,Thursday,226,Real Listing
TRAIN_2223,Phone Confirmation,378000000,650000,19.83,5,7,South,1,1,Available,6,0,Z78BN7Z0U2,Platform A,2024,11,8,Friday,246,Real Listing
TRAIN_2224,On-site Confirmation,79000000,80000,28.78,2,17,West,2,1,Not Available,6,0,G52Iz8V2B9,Platform A,2024,4,9,Tuesday,459,Real Listing
TRAIN_2225,On-site Confirmation,115500000,710000,31.84,4,4,West,2,1,Not Available,29,1,G52Iz8V2B9,Platform B,2025,2,26,Wednesday,136,Real Listing
TRAIN_2226,On-site Confirmation,133500000,550000,17.5,1,4,South,1,1,Not Available,49,4,G52Iz8V2B9,Platform A,2024,11,7,Thursday,247,Real Listing
TRAIN_2227,On-site Confirmation,131000000,680000,,3,5,남서향,1,1,Not Available,,0,w85cb3W8U9,Platform D,2024,7,26,Friday,351,Fake Listing
TRAIN_2228,On-site Confirmation,167000000,210000,,3,6,Southeast,1,1,Not Available,,5,o07ZC4L7V4,Platform C,2024,8,31,Saturday,315,Real Listing
TRAIN_2229,On-site Confirmation,85500000,140000,,2,3,West,2,1,Not Available,,9,E74qO9X4W9,Platform C,2024,8,24,Saturday,322,Real Listing
TRAIN_2230,On-site Confirmation,189500000,200000,17.5,11,12,West,1,1,Available,38,5,G52Iz8V2B9,Platform C,2023,10,16,Monday,635,Real Listing
TRAIN_2231,On-site Confirmation,24000000,100000,,4,6,West,2,1,Not Available,,12,f28iD1U4F3,Platform B,2024,11,26,Tuesday,228,Real Listing
TRAIN_2232,서류확인,162000000,250000,35.39,,7,West,2,1,Available,4,17,r16Dr6Z7C3,Platform A,2024,7,4,Thursday,373,Fake Listing
TRAIN_2233,On-site Confirmation,32500000,500000,28.14,6,11,South,1,1,Available,48,5,G52Iz8V2B9,Platform A,2023,8,25,Friday,687,Real Listing
TRAIN_2234,Phone Confirmation,19000000,120000,,3,4,West,1,1,Not Available,2,0,S06Ox3K4D9,Platform A,2024,10,19,Saturday,266,Real Listing
TRAIN_2235,On-site Confirmation,188500000,710000,46.35,,6,남서향,2,1,Available,26,0,r82ax9M3U3,Platform B,2024,11,5,Tuesday,249,Real Listing
TRAIN_2236,On-site Confirmation,83000000,250000,,2,3,Southeast,1,1,Not Available,,7,Y04yg0T7Z5,Platform B,2024,5,20,Monday,418,Real Listing
TRAIN_2237,On-site Confirmation,30000000,530000,29.77,1,9,South,1,1,Not Available,33,6,G52Iz8V2B9,Platform B,2024,11,4,Monday,250,Real Listing
TRAIN_2238,Phone Confirmation,114500000,530000,47.17,4,5,Southeast,2,1,Available,5,0,w85cb3W8U9,Platform D,2024,8,26,Monday,320,Real Listing
TRAIN_2239,서류확인,185500000,350000,,4,5,West,2,1,Not Available,,2,S06Ox3K4D9,Platform A,2025,1,14,Tuesday,179,Real Listing
TRAIN_2240,On-site Confirmation,5000000,680000,34.71,3,8,East,1,1,Available,18,8,S69fV9Z3J7,Platform C,2024,9,29,Sunday,286,Real Listing
TRAIN_2241,On-site Confirmation,101000000,490000,46.35,5,6,West,2,1,Not Available,26,11,r82ax9M3U3,Platform B,2024,3,15,Friday,484,Fake Listing
TRAIN_2242,Phone Confirmation,131000000,430000,,5,5,North,1,1,Not Available,,6,W88DA3W2Q3,Platform A,2024,8,14,Wednesday,332,Real Listing
TRAIN_2243,Phone Confirmation,352000000,500000,49.6,4,4,South,2,1,Available,4,0,w94Qb4G0K5,Platform A,2024,5,27,Monday,411,Fake Listing
TRAIN_2244,On-site Confirmation,190500000,400000,42.97,7,8,Southeast,2,1,Available,5,9,h59ZP3Z0I9,Platform A,2024,9,24,Tuesday,291,Real Listing
TRAIN_2245,On-site Confirmation,137500000,230000,17.5,11,11,East,2,2,Available,27,1,G52Iz8V2B9,Platform A,2024,2,7,Wednesday,521,Real Listing
TRAIN_2246,서류확인,129500000,520000,17.5,,14,South,1,1,Available,104,15,G38pb6B9C7,Platform C,2024,10,22,Tuesday,263,Real Listing
TRAIN_2247,On-site Confirmation,28000000,720000,,,8,West,1,1,Not Available,4,12,L43HH2L9R7,Platform B,2023,10,30,Monday,621,Fake Listing
TRAIN_2248,On-site Confirmation,321500000,260000,35.95,1,9,북동향,1,1,Not Available,24,6,G52Iz8V2B9,Platform A,2025,1,12,Sunday,181,Real Listing
TRAIN_2249,Phone Confirmation,71000000,220000,,,7,East,1,1,Not Available,,1,u58lD8U1B7,Platform B,2024,10,6,Sunday,279,Real Listing
TRAIN_2250,On-site Confirmation,357500000,320000,31.96,7,7,South,2,2,Not Available,21,12,G52Iz8V2B9,Platform A,2024,3,31,Sunday,468,Real Listing
